,Title,URL,Score,Author,Views,Likes,Dislikes
36,Nicebeatzprod Et Je Danse YouTube,https://www.youtube.com/watch?v=QBDJrM0q7SY,129.03512757068106,Tekla DuDuchava,3181103,25137,484
37,The Weeknd Call Out My Name Official Video YouTube,https://www.youtube.com/watch?v=M4ZoCHID9GI,129.10871878402378,TheWeekndVEVO,240486679,1926846,64178
38,Marshmello Alone Official Music Video YouTube,https://www.youtube.com/watch?v=ALZHF5UqnU4,131.65056642985152,Marshmello,890419001,7001885,238382
39, quot Go Hard or Go Home quot College Football Pump Up 2018 19 YouTube,https://www.youtube.com/watch?v=N9s5j2zzIiA,137.39097285757853,Dawg B,450505,3383,104
40,Rag 39 n 39 Bone Man Human Official Video YouTube,https://www.youtube.com/watch?v=L3wKzyIN1yk,138.8263946983097,RagnBoneManVEVO,539668729,4006473,119109
41,Imagine Dragons Whatever It Takes YouTube,https://www.youtube.com/watch?v=gOsM-DYAEhY,139.64714875919955,ImagineDragonsVEVO,362246240,2665572,71561
42,Shawn Mendes There 39 s Nothing Holdin 39 Me Back YouTube,https://www.youtube.com/watch?v=dT2owtxkU8k,142.45156853362357,ShawnMendesVEVO,559363577,4027816,101123
43,Avicii Waiting For Love YouTube,https://www.youtube.com/watch?v=cHHLHGNpCSA,148.62482703719027,AviciiOfficialVEVO,425669679,2924902,60847
44, quot Till I Collapse quot College Football Hype Video YouTube,https://www.youtube.com/watch?v=vz08iuqoBYU,149.0180156194533,Seth Wright,1679135,11630,362
45,What 39 s My Name From quot Descendants 2 quot Official Video YouTube,https://www.youtube.com/watch?v=_dyvXcv3ej0,154.67869731543843,DisneyMusicVEVO,143013294,975169,50586
46,twenty one pilots Ride Video YouTube,https://www.youtube.com/watch?v=Pw-0pbY9JeU,155.37914190542384,twenty one pilots,664427936,4396183,120011
47,Maroon 5 What Lovers Do ft SZA YouTube,https://www.youtube.com/watch?v=5Wiio4KoGe8,162.31201286236046,Maroon5VEVO,227447499,1445972,44674
48,J J Watt Remember the Name Highlights YouTube,https://www.youtube.com/watch?v=quNJZ-ZgKbI,166.92370020256584,KennyC,494428,3041,79
49,Selena Gomez Come amp Get It Audio Only YouTube,https://www.youtube.com/watch?v=sa7Oz_25DNk,168.52984257434196,SelenaGomezVEVO,45401434,294899,25502
50,Katy Perry Chained To The Rhythm Official ft Skip Marley YouTube,https://www.youtube.com/watch?v=Um7pMggPnug,169.3195584723753,KatyPerryVEVO,498347420,3144010,200774
51,Marshawn Lynch Career Mix quot Can 39 t be touched quot xe1 xb4 xb4 xe1 xb4 xb0 YouTube,https://www.youtube.com/watch?v=HfhhOAp9X7E,170.8217636022514,Richard Films,1183624,7132,203
52,twenty one pilots Stressed Out OFFICIAL VIDEO YouTube,https://www.youtube.com/watch?v=pXRviuL6vMY,171.4595563898656,Fueled By Ramen,1382127254,8375749,314797
53,Ready Aim Fire Imagine Dragons YouTube,https://www.youtube.com/watch?v=FHp48M8N3J0,172.1042851899431,Lightning_Rider,3751185,22572,776
54,Imagine Dragons Thunder YouTube,https://www.youtube.com/watch?v=fKopy74weus,172.14620213075534,ImagineDragonsVEVO,790331477,4836250,245202
55,Imagine Dragons Thunder YouTube,https://www.youtube.com/watch?v=fKopy74weus&amp;start_radio=1&amp;list=RDfKopy74weus,172.14649678198995,ImagineDragonsVEVO,790330764,4836238,245202
56,Imagine Dragons Battle Cry Transformers Age of Extinction YouTube,https://www.youtube.com/watch?v=5ZtMHSOq50Q,176.46562946313597,KevinGame2,15074047,88055,2633
57,Pharrell Williams Happy Video YouTube,https://www.youtube.com/watch?v=ZbZSe6N_BXs,179.2122191646766,PharrellWilliamsVEVO,248324157,1474083,88440
58,Imagine Dragons Radioactive YouTube,https://www.youtube.com/watch?v=ktvTqknDobU,179.576698160647,ImagineDragonsVEVO,920634781,5295932,169238
59,Wiz Khalifa See You Again ft Charlie Puth Official Video Furious 7 Soundtrack YouTube,https://www.youtube.com/watch?v=RgKAFK5djSk,183.11139089898566,Wiz Khalifa,3640062001,20563506,684557
60,SEA HORSE DARK HORSE PARODY YouTube,https://www.youtube.com/watch?v=4JRn4_hw3ps,184.53154784967066,Wassabi,19051037,111625,8385
61,Top 100 Thomas Sanders Vines w Titles Funny Thomas Sanders Vine Compilation 2017 YouTube,https://www.youtube.com/watch?v=k0CJwbayisw,187.68761465390415,Co Viners,20667034,115511,5397
62,Ezekiel Elliot Mix xe2 x80 x9cThrough The Storm xe2 x80 x9d 2018 YouTube,https://www.youtube.com/watch?v=AO7QZWEdMQc,189.9585592563904,True Vibes,490473,2698,116
