,Title,URL,Score,Author,Views,Likes,Dislikes
86,Queen Last of the Mohicans Main Theme MOZART HEROES EP ON FIRE YouTube,https://www.youtube.com/watch?v=byo6L3HmsRo&amp;list=RDbyo6L3HmsRo&amp;start_radio=1,62.836148648648646,MOZART HEROES Official ,74398,1240,56
87,Queen Last of the Mohicans Main Theme MOZART HEROES EP ON FIRE YouTube,https://www.youtube.com/watch?v=byo6L3HmsRo&amp;list=RDuK-ONxAPjQg&amp;index=4,62.839527027027025,MOZART HEROES Official ,74402,1240,56
88,Orion Warsaw Guitar Orchestra YouTube,https://www.youtube.com/watch?v=wGxEZmDIFbg,63.81595164730979,Igor Wardak,538479,8831,393
89,2CELLOS The Trooper Overture Live at Arena di Verona YouTube,https://www.youtube.com/watch?v=smCu6Wmvhh8,63.86472602739726,2CELLOS,745940,11798,118
90, Pink Floyd Another Brick In The Wall Gabriella Quevedo YouTube,https://www.youtube.com/watch?v=qw9k2F9OPVE,63.90440769408852,Gabriella9797,6348839,101913,2564
91, Pink Floyd Another Brick In The Wall Gabriella Quevedo YouTube,https://www.youtube.com/watch?v=qw9k2F9OPVE&amp;start_radio=1&amp;list=RDqw9k2F9OPVE,63.90462913567323,Gabriella9797,6348861,101913,2564
92,WATCH THIS EVERY DAY Motivational Speech By Navy Seal Admiral William H McRaven YouTube,https://www.youtube.com/watch?v=Z7QL6hjeNDA,63.923157863969834,Motivation Archive,2187003,35437,1224
93,Despacito Luis Fonsi Daddy Yankee ft Justin Bieber EASY Guitar Tutorial YouTube,https://www.youtube.com/watch?v=2VSOCrVb2PQ,66.431167124135,Guitar Goddess,1718375,27172,1305
94,METALLICA xe2 x80 x9cOne xe2 x80 x9d 2 Girls 1 Harp Harp Twins HARP METAL YouTube,https://www.youtube.com/watch?v=JhOhGhq0e54&amp;list=RDi_M7RTL71j4&amp;index=10,66.74062288746099,Camille and Kennerly,9773964,151643,5196
95,METALLICA xe2 x80 x9cOne xe2 x80 x9d 2 Girls 1 Harp Harp Twins HARP METAL YouTube,https://www.youtube.com/watch?v=JhOhGhq0e54,66.74098125576155,Camille and Kennerly,9773883,151641,5196
